4.7440,0
4.7451,0
4.7440,0
4.7454,0
4.7581,0
4.7843,0
4.7756,0
4.7738,0
4.7706,0
4.7669,0
4.7596,0
4.7581,0
4.7572,0
4.7593,0
4.7616,0
4.7608,0
4.7684,0
4.7680,0
4.7655,0
4.7597,0
4.7594,0
4.7622,0
4.7671,0
4.7701,0
4.7860,0
4.7773,0
4.7823,0
4.7820,0
4.7857,0
4.7808,0
4.7810,0
4.7794,0
4.7831,0
4.7878,0
4.7886,0
4.7909,0
4.7915,0
4.7890,0
4.7831,0
4.7813,0
4.7854,0
4.7889,0
4.7956,0
4.7935,0
4.8107,0
4.8090,0
4.8193,0
4.8228,0
4.8234,0
4.8212,0
4.8232,0
4.8315,0
4.8400,0
4.8542,0
4.8629,0
4.8679,0
4.8739,0
4.8783,0
4.8792,0
4.8847,0
4.8783,0
4.8789,0
4.8846,0
4.8917,0
4.8974,0
4.8913,0
4.9009,0
4.9046,0
4.9041,0
4.8980,0
4.9003,0
4.9114,0
4.9105,0
4.9216,0
4.9290,0
4.9279,0
4.9352,0
4.9416,0
4.9480,0
4.9578,0
4.9650,0
4.9746,0
4.9880,0
4.9941,0
4.9993,0
5.0021,0
5.0051,0
5.0094,0
5.0127,0
5.0178,0
5.0303,0
5.0416,0
5.0492,0
5.0535,0
5.0565,0
5.0576,0
5.0547,0
5.0562,0
5.0575,0
5.0651,0
5.0745,0
5.0858,0
5.0951,0
5.1113,0
5.1177,0
5.1290,0
5.1272,0
5.1299,0
5.1330,0
5.1431,0
5.1543,0
5.1698,0
5.1821,0
5.1882,0
5.1939,0
5.1945,0
5.1988,0
5.1983,0
5.1974,0
5.2017,0
5.2052,0
5.2143,0
5.2250,0
5.2288,0
5.2374,0
5.2416,0
5.2447,0
5.2499,0
5.2581,0
5.2612,0
5.2815,0
5.2914,0
5.3022,0
5.3057,0
5.3130,0
5.3217,0
5.3268,0
5.3408,0
5.3466,0
5.3562,0
5.3652,0
5.3703,0
5.3753,0
5.3738,0
5.3782,0
5.3814,0
5.3867,0
5.3936,0
5.4023,0
5.4138,0
5.4270,0
5.4392,0
5.4470,0
5.4542,0
5.4583,0
5.4650,0
5.4719,0
5.4812,0
5.4929,0
5.4969,0
5.5145,0
5.5264,0
5.5329,0
5.5341,0
5.5364,0
5.5360,0
5.5390,0
5.5424,0
5.5465,0
5.5555,0
5.5637,0
5.5712,0
5.5787,0
5.5796,0
5.5843,0
5.5901,0
5.5982,0
5.6103,0
5.6211,0
5.6361,0
5.6519,0
5.6608,0
5.6704,0
5.6819,0
5.6858,0
5.6957,0
5.7070,0
5.7128,0
5.7241,0
5.7360,0
5.7423,0
5.7467,0
5.7482,0
5.7603,0
5.7562,0
5.7597,0
5.7684,0
5.7778,0
5.7897,0
5.8036,0
5.8076,0
5.8155,0
5.8177,0
5.8271,0
5.8351,0
5.8465,0
5.8557,0
5.8714,0
5.8827,0
5.8978,0
5.9037,0
5.9127,0
5.9104,0
5.9179,0
5.9239,0
5.9329,0
5.9437,0
5.9507,0
5.9622,0
5.9664,0
5.9704,0
5.9779,0
5.9747,0
5.9811,0
5.9876,0
5.9953,0
6.0044,0
6.0108,0
6.0217,0
6.0314,0
6.0378,0
6.0468,0
6.0476,0
6.0578,0
6.0728,0
6.0746,0
6.0856,0
6.0946,0
6.1093,0
6.1218,0
6.1296,0
6.1320,0
6.1357,0
6.1413,0
6.1498,0
6.1592,0
6.1701,0
6.1819,0
6.1918,0
6.2023,0
6.2097,0
6.2133,0
6.2182,0
6.2235,0
6.2333,0
6.2449,0
6.2536,0
6.2629,0
6.2748,0
6.2831,0
6.2869,0
6.2911,0
6.2973,0
6.3063,0
6.3160,0
6.3238,0
6.3330,0
6.3429,0
6.3520,0
6.3563,0
6.3603,0
6.3665,0
6.3723,0
6.3847,0
6.3922,0
6.4027,0
6.4115,0
6.4201,0
6.4294,0
6.4346,0
6.4396,0
6.4418,0
6.4530,0
6.4630,0
6.4735,0
6.4805,0
6.4924,0
6.5029,0
6.5045,0
6.5078,0
6.5110,0
6.5106,0
6.5168,0
6.5284,0
6.5396,0
6.5522,0
6.5544,0
6.5637,0
6.5742,0
6.5766,0
6.5858,0
6.5835,0
6.5911,0
6.6026,0
6.6128,0
6.6284,0
6.6326,0
6.6441,0
6.6517,0
6.6627,0
6.6711,0
6.6748,0
6.6832,0
6.6891,0
6.6964,0
6.7094,0
6.7089,0
6.7178,0
6.7216,0
6.7265,0
6.7320,0
6.7324,0
6.7399,0
6.7469,0
6.7549,0
6.7601,0
6.7633,0
6.7739,0
6.7794,0
6.7900,0
6.7967,0
6.8089,0
6.8193,0
6.8307,0
6.8441,0
6.8501,0
6.8609,0
6.8713,0
6.8747,0
6.8843,0
6.8902,0
6.8951,0
6.9056,0
6.9145,0
6.9204,0
6.9261,0
6.9322,0
6.9357,0
6.9371,0
6.9340,0
6.9395,0
6.9465,0
6.9528,0
6.9757,0
6.9722,0
6.9773,0
6.9848,0
7.0018,0
7.0057,0
7.0124,0
7.0160,0
7.0275,0
7.0364,0
7.0475,0
7.0605,0
7.0640,0
7.0687,0
7.0753,0
7.0808,0
7.0863,0
7.0869,0
7.0881,0
7.0968,0
7.1014,0
7.1070,0
7.1038,0
7.1164,0
7.1179,0
7.1251,0
7.1312,0
7.1345,0
7.1434,0
7.1536,0
7.1615,0
7.1687,0
7.1707,0
7.1775,0
7.1844,0
7.1899,0
7.1972,0
7.2007,0
7.2081,0
7.2180,0
7.2175,0
7.2192,0
7.2194,0
7.2221,0
7.2233,0
7.2244,0
7.2274,0
7.2291,0
7.2358,0
7.2425,0
7.2483,0
7.2529,0
7.2566,0
7.2616,0
7.2699,0
7.2773,0
7.2808,0
7.2897,0
7.2990,0
7.3068,0
7.3124,0
7.3172,0
7.3214,0
7.3253,0
7.3269,0
7.3295,0
7.3292,0
7.3320,0
7.3361,0
7.3390,0
7.3385,0
7.3343,0
7.3419,0
7.3457,0
7.3509,0
7.3585,0
7.3645,0
7.3747,0
7.3817,0
7.3883,0
7.4006,0
7.4083,0
7.4167,0
7.4232,0
7.4299,0
7.4383,0
7.4408,0
7.4511,0
7.4614,0
7.4623,0
7.4621,0
7.4568,0
7.4614,0
7.4601,0
7.4594,0
7.4623,0
7.4615,0
7.4669,0
7.4693,0
7.4742,0
7.4777,0
7.4762,0
7.4823,0
7.4900,0
7.4969,0
7.5065,0
7.5091,0
7.5200,0
7.5312,0
7.5370,0
7.5438,0
7.5522,0
7.5514,0
7.5572,0
7.5581,0
7.5680,0
7.5715,0
7.5755,0
7.5863,0
7.5792,0
7.5770,0
7.5779,0
7.5830,0
7.5869,0
7.5967,0
7.5961,0
7.6001,0
7.6092,0
7.6146,0
7.6214,0
7.6274,0
7.6317,0
7.6381,0
7.6532,0
7.6626,0
7.6719,0
7.6788,0
7.6857,0
7.6938,0
7.7000,0
7.6988,0
7.7043,0
7.7098,0
7.7076,0
7.7168,0
7.7166,0
7.7223,0
7.7285,0
7.7275,0
7.7357,0
7.7336,0
7.7404,0
7.7461,0
7.7498,0
7.7522,0
7.7508,0
7.7639,0
7.7742,0
7.7797,0
7.7845,0
7.7847,0
7.7934,0
7.7980,0
7.8006,0
7.8056,0
7.8018,0
7.8029,0
7.8047,0
7.8029,0
7.8065,0
7.8030,0
7.8096,0
7.8125,0
7.8155,0
7.8196,0
7.8192,0
7.8270,0
7.8265,0
7.8312,0
7.8364,0
7.8424,0
7.8515,0
7.8573,0
7.8621,0
7.8680,0
7.8702,0
7.8790,0
7.8851,0
7.8856,0
7.8837,0
7.8828,0
7.8843,0
7.8911,0
7.8903,0
7.8872,0
7.8915,0
7.8929,0
7.8915,0
7.8965,0
7.8918,0
7.8937,0
7.8984,0
7.9049,0
7.9081,0
7.9092,0
7.9170,0
7.9197,0
7.9269,0
7.9335,0
7.9359,0
7.9477,0
7.9377,0
7.9527,0
7.9593,0
7.9548,0
7.9551,0
7.9576,0
7.9587,0
7.9603,0
7.9558,0
7.9573,0
7.9571,0
7.9573,0
7.9600,0
7.9553,0
7.9527,0
7.9539,0
7.9565,0
7.9606,0
7.9646,0
7.9712,0
7.9773,0
7.9835,0
7.9907,0
7.9913,0
8.0047,0
8.0052,0
8.0079,0
8.0118,0
8.0090,0
8.0143,0
8.0130,0
8.0185,0
8.0189,0
8.0156,0
8.0150,0
8.0145,0
8.0102,0
8.0076,0
8.0026,0
8.0023,0
8.0037,0
8.0125,0
8.0116,0
8.0150,0
8.0197,0
8.0301,0
8.0339,0
8.0353,0
8.0369,0
8.0407,0
8.0519,0
8.0551,0
8.0568,0
8.0540,0
8.0598,0
8.0594,0
8.0586,0
8.0571,0
8.0577,0
8.0555,0
8.0546,0
8.0493,0
8.0461,0
8.0424,0
8.0433,0
8.0438,0
8.0415,0
8.0414,0
8.0501,0
8.0533,0
8.0572,0
8.0572,0
8.0559,0
8.0621,0
8.0635,0
8.0658,0
8.0661,0
8.0644,0
8.0652,0
8.0667,0
8.0639,0
8.0618,0
8.0517,0
8.0418,0
8.0456,0
8.0407,0
8.0369,0
8.0293,0
8.0177,0
8.0279,0
8.0217,0
8.0285,0
8.0247,0
8.0288,0
8.0313,0
8.0320,0
8.0404,0
8.0371,0
8.0443,0
8.0488,0
8.0537,0
8.0552,0
8.0440,0
8.0507,0
8.0484,0
8.0508,0
8.0508,0
8.0282,0
8.0354,0
8.0320,0
8.0285,0
8.0269,0
8.0191,0
8.0166,0
8.0113,0
8.0095,0
8.0177,0
8.0131,0
8.0195,0
8.0188,0
8.0230,0
8.0249,0
8.0235,0
8.0276,0
8.0290,0
8.0324,0
8.0407,0
8.0386,0
8.0375,0
8.0241,0
8.0307,0
8.0215,0
8.0110,0
8.0137,0
8.0079,0
8.0003,0
7.9933,0
7.9732,0
7.9858,0
7.9802,0
7.9730,0
7.9674,0
7.9637,0
7.9675,0
7.9695,0
7.9712,0
7.9684,0
7.9699,0
7.9725,0
7.9718,0
7.9693,0
7.9646,0
7.9655,0
7.9620,0
7.9597,0
7.9599,0
7.9529,0
7.9460,0
7.9445,0
7.9355,0
7.9306,0
7.9208,0
7.9130,0
7.9104,0
7.9065,0
7.9002,0
7.8917,0
7.8821,0
7.8819,0
7.8819,0
7.8840,0
7.8753,0
7.8698,0
7.8669,0
7.8712,0
7.8746,0
7.8589,0
7.8555,0
7.8517,0
7.8450,0
7.8434,0
7.8319,0
7.8285,0
7.8183,0
7.8233,0
7.8154,0
7.8047,0
7.8010,0
7.7934,0
7.7913,0
7.7900,0
7.7868,0
7.7897,0
7.7916,0
7.7879,0
7.7873,0
7.7850,0
7.7858,0
7.7855,0
7.7849,0
7.7832,0
7.7810,0
7.7806,0
7.7754,0
7.7714,0
7.7697,0
7.7655,0
7.7618,0
7.7565,0
7.7472,0
7.7464,0
7.7453,0
7.7389,0
7.7372,0
7.7467,0
7.7400,0
7.7479,0
7.7519,0
7.7504,0
7.7540,0
7.7508,0
7.7537,0
7.7554,0
7.7609,0
7.7733,0
7.7539,0
7.7585,0
7.7582,0
7.7514,0
7.7502,0
7.7423,0
7.7371,0
7.7368,0
7.7298,0
7.7276,0
7.7195,0
7.7215,0
7.7221,0
7.7157,0
7.7157,0
7.7145,0
7.7188,0
7.7108,0
7.7121,0
7.7165,0
7.7067,0
7.7054,0
7.7133,0
7.7134,0
7.7090,0
7.7087,0
7.7165,0
7.7096,0
7.7032,0
7.7003,0
7.6939,0
7.6884,0
7.6861,0
7.6774,0
7.6735,0
7.6700,0
7.6713,0
7.6674,0
7.6597,0
7.6532,0
7.6523,0
7.6471,0
7.6439,0
7.6481,0
7.6349,0
7.6320,0
7.6288,0
7.6236,0
7.6255,0
7.6194,0
7.6202,0
7.6155,0
7.6127,0
7.6083,0
7.6069,0
7.5976,0
7.5952,0
7.5903,0
7.5834,0
7.5798,0
7.5746,0
7.5735,0
7.5677,0
7.5599,0
7.5499,0
7.5505,0
7.5450,0
7.5439,0
7.5427,0
7.5306,0
7.5320,0
7.5343,0
7.5331,0
7.5369,0
7.5293,0
7.5312,0
7.5320,0
7.5317,0
7.5309,0
7.5229,0
7.5212,0
7.5227,0
7.5218,0
7.5215,0
7.5164,0
7.5171,0
7.5152,0
7.5134,0
7.5102,0
7.5050,0
7.4994,0
7.4968,0
7.4983,0
7.4943,0
7.4922,0
7.4949,0
7.4945,0
7.4954,0
7.4923,0
7.4878,0
7.4864,0
7.4829,0
7.4815,0
7.4772,0
7.4756,0
7.4775,0
7.4728,0
7.4702,0
7.4690,0
7.4626,0
7.4597,0
7.4525,0
7.4495,0
7.4427,0
7.4388,0
7.4371,0
7.4333,0
7.4305,0
7.4208,0
7.4199,0
7.4197,0
7.4173,0
7.4186,0
7.4133,0
7.4131,0
7.4087,0
7.4044,0
7.4003,0
7.3962,0
7.3938,0
7.3941,0
7.3925,0
7.3874,0
7.3758,0
7.3762,0
7.3700,0
7.3610,0
7.3524,0
7.3402,0
7.3329,0
7.3275,0
7.3191,0
7.3152,0
7.3065,0
7.3010,0
7.2944,0
7.2902,0
7.2868,0
7.2766,0
7.2729,0
7.2656,0
7.2680,0
7.2686,0
7.2596,0
7.2563,0
7.2544,0
7.2480,0
7.2433,0
7.2332,0
7.2239,0
7.2148,0
7.2064,0
7.1995,0
7.1792,0
7.1801,0
7.1630,0
7.1536,0
7.1411,0
7.1316,0
7.1275,0
7.1228,0
7.1154,0
7.1130,0
7.1058,0
7.0988,0
7.0951,0
7.0921,0
7.0881,0
7.0855,0
7.0799,0
7.0799,0
7.0776,0
7.0707,0
7.0629,0
7.0549,0
7.0448,0
7.0387,0
7.0285,0
7.0211,0
7.0144,0
7.0069,0
6.9967,0
6.9848,0
6.9769,0
6.9676,0
6.9571,0
6.9462,0
6.9383,0
6.9343,0
6.9322,0
6.9245,0
6.9198,0
6.9101,0
6.9076,0
6.9027,0
6.8982,0
6.8942,0
6.8870,0
6.8852,0
6.8824,0
6.8763,0
6.8676,0
6.8536,0
6.8484,0
6.8386,0
6.8325,0
6.8226,0
6.8133,0
6.8136,0
6.8077,0
6.7985,0
6.7904,0
6.7794,0
6.7688,0
6.7723,0
6.7553,0
6.7533,0
6.7443,0
6.7425,0
6.7393,0
6.7329,0
6.7247,0
6.7140,0
6.7053,0
6.6970,0
6.6899,0
6.6816,0
6.6741,0
6.6661,0
6.6577,0
6.6516,0
6.6447,0
6.6302,0
6.6229,0
6.6146,0
6.6088,0
6.5997,0
6.5980,0
6.5927,0
6.5850,0
6.5791,0
6.5727,0
6.5650,0
6.5608,0
6.5539,0
6.5483,0
6.5390,0
6.5310,0
6.5277,0
6.5144,0
6.5052,0
6.4854,0
6.4740,0
6.4816,0
6.4675,0
6.4624,0
6.4480,0
6.4544,0
6.4349,0
6.4265,0
6.4190,0
6.4077,0
6.4006,0
6.3967,0
6.3914,0
6.3905,0
6.3871,0
6.3894,0
6.3951,0
6.3859,0
6.3774,0
6.3824,0
6.3676,0
6.3545,0
6.3459,0
6.3420,0
6.3299,0
6.3328,0
6.3159,0
6.3041,0
6.2940,0
6.2760,0
6.2655,0
6.2556,0
6.2463,0
6.2411,0
6.2318,0
6.2278,0
6.2205,0
6.2178,0
6.2147,0
6.2094,0
6.2135,0
6.2058,0
6.2025,0
6.2005,0
6.1935,0
6.1881,0
6.1795,0
6.1712,0
6.1637,0
6.1523,0
6.1447,0
6.1395,0
6.1334,0
6.1245,0
6.1169,0
6.0990,0
6.0874,0
6.0749,0
6.0613,0
6.0488,0
6.0446,0
6.0443,0
6.0461,0
6.0435,0
6.0388,0
6.0363,0
6.0307,0
6.0223,0
6.0130,0
6.0043,0
6.0006,0
5.9941,0
5.9918,0
5.9852,0
5.9760,0
5.9684,0
5.9536,0
5.9435,0
5.9280,0
5.9133,0
5.9022,0
5.8909,0
5.8808,0
5.8700,0
5.8624,0
5.8524,0
5.8467,0
5.8439,0
5.8384,0
5.8341,0
5.8328,0
5.8300,0
5.8225,0
5.8131,0
5.8048,0
5.7974,0
5.7861,0
5.7798,0
5.7714,0
5.7650,0
5.7572,0
5.7449,0
5.7398,0
5.7279,0
5.7166,0
5.7000,0
5.6881,0
5.6820,0
5.6757,0
5.6719,0
5.6683,0
5.6686,0
5.6678,0
5.6597,0
5.6553,0
5.6448,0
5.6384,0
5.6324,0
5.6301,0
5.6228,0
5.6182,0
5.6140,0
5.6065,0
5.5924,0
5.5775,0
5.5645,0
5.5514,0
5.5338,0
5.5164,0
5.5096,0
5.5030,0
5.4928,0
5.4852,0
5.4722,0
5.4647,0
5.4591,0
5.4522,0
5.4475,0
5.4444,0
5.4466,0
5.4368,0
5.4406,0
5.4353,0
5.4249,0
5.4144,0
5.4101,0
5.4037,0
5.3948,0
5.3886,0
5.3816,0
5.3719,0
5.3558,0
5.3385,0
5.3256,0
5.3108,0
5.2956,0
5.2885,0
5.2821,0
5.2767,0
5.2741,0
5.2718,0
5.2636,0
5.2578,0
5.2551,0
